analysis_id,sample_matrix_id,sample_matrix_other,gene_name,gene_description,gene_family,associated_phenotype,monogenic_phenotype,forward_primer,reverse_primer,dye_probe_based,probe_sequence,plasmid_genome_standards,multi_drug_resistance_phenotype,genetic_marker,genetic_marker_specify,common_bacterial_host,concentration_data_id,concentration_id,concentration_abundance_per_ml,concentration_abundance_per_ng,concentration_abundance,prevalence,sampling_date_day,sampling_date_month,sampling_date_year,sampling_date_hour,sampling_date_minute,method_id,source_id,coordinate_id,remark
2309,8,"",blaKPC,Serin-beta-Lactamase,ESBL,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2086,2086,2160,Sample collected from shallow dug wells
2310,8,"",dfr13,dihydrofolate reductase,cotrimoxazole,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2087,2087,2150,Sample collected from shallow dug wells
2311,8,"",dfr13,dihydrofolate reductase,cotrimoxazole,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2087,2087,2151,Sample collected from shallow dug wells
2312,8,"",dfr13,dihydrofolate reductase,cotrimoxazole,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2087,2087,2152,Sample collected from shallow dug wells
2313,8,"",dfr13,dihydrofolate reductase,cotrimoxazole,"",Not known,,,,,,"",Not known,"","",1,0,1023.29299228075,,,,0,2,2016,"","",2087,2087,2153,Sample collected from shallow dug wells
2314,8,"",dfr13,dihydrofolate reductase,cotrimoxazole,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2087,2087,2154,Sample collected from shallow dug wells
2315,8,"",dfr13,dihydrofolate reductase,cotrimoxazole,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2087,2087,2155,Sample collected from shallow dug wells
2316,8,"",dfr13,dihydrofolate reductase,cotrimoxazole,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2087,2087,2156,Sample collected from shallow dug wells
2317,8,"",dfr13,dihydrofolate reductase,cotrimoxazole,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2087,2087,2157,Sample collected from shallow dug wells
2318,8,"",dfr13,dihydrofolate reductase,cotrimoxazole,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2087,2087,2158,Sample collected from shallow dug wells
2319,8,"",dfr13,dihydrofolate reductase,cotrimoxazole,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2087,2087,2159,Sample collected from shallow dug wells
2320,8,"",dfr13,dihydrofolate reductase,cotrimoxazole,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2087,2087,2160,Sample collected from shallow dug wells
2321,8,"",qnrA,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2088,2088,2150,Sample collected from shallow dug wells
2322,8,"",qnrA,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2088,2088,2151,Sample collected from shallow dug wells
2323,8,"",qnrA,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2088,2088,2152,Sample collected from shallow dug wells
2324,8,"",qnrA,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2088,2088,2153,Sample collected from shallow dug wells
2325,8,"",qnrA,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2088,2088,2154,Sample collected from shallow dug wells
2326,8,"",qnrA,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2088,2088,2155,Sample collected from shallow dug wells
2327,8,"",qnrA,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2088,2088,2156,Sample collected from shallow dug wells
2328,8,"",qnrA,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,169.824365246175,,,,0,2,2016,"","",2088,2088,2157,Sample collected from shallow dug wells
2329,8,"",qnrA,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,144.543977074593,,,,0,2,2016,"","",2088,2088,2158,Sample collected from shallow dug wells
2330,8,"",qnrA,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2088,2088,2159,Sample collected from shallow dug wells
2331,8,"",qnrA,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2088,2088,2160,Sample collected from shallow dug wells
2332,8,"",vanA,Vancomycin/teicoplanin A-type resistance gene,D-alanine--D-alanine ligase,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2089,2089,2150,Sample collected from shallow dug wells
2333,8,"",vanA,Vancomycin/teicoplanin A-type resistance gene,D-alanine--D-alanine ligase,"",Not known,,,,,,"",Not known,"","",1,0,245.470891568503,,,,0,2,2016,"","",2089,2089,2151,Sample collected from shallow dug wells
2334,8,"",vanA,Vancomycin/teicoplanin A-type resistance gene,D-alanine--D-alanine ligase,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2089,2089,2152,Sample collected from shallow dug wells
2335,8,"",vanA,Vancomycin/teicoplanin A-type resistance gene,D-alanine--D-alanine ligase,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2089,2089,2153,Sample collected from shallow dug wells
2336,8,"",vanA,Vancomycin/teicoplanin A-type resistance gene,D-alanine--D-alanine ligase,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2089,2089,2154,Sample collected from shallow dug wells
2337,8,"",vanA,Vancomycin/teicoplanin A-type resistance gene,D-alanine--D-alanine ligase,"",Not known,,,,,,"",Not known,"","",1,0,151.356124843621,,,,0,2,2016,"","",2089,2089,2155,Sample collected from shallow dug wells
2338,8,"",vanA,Vancomycin/teicoplanin A-type resistance gene,D-alanine--D-alanine ligase,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2089,2089,2156,Sample collected from shallow dug wells
2339,8,"",vanA,Vancomycin/teicoplanin A-type resistance gene,D-alanine--D-alanine ligase,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2089,2089,2157,Sample collected from shallow dug wells
2340,8,"",vanA,Vancomycin/teicoplanin A-type resistance gene,D-alanine--D-alanine ligase,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2089,2089,2158,Sample collected from shallow dug wells
2341,8,"",vanA,Vancomycin/teicoplanin A-type resistance gene,D-alanine--D-alanine ligase,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2089,2089,2159,Sample collected from shallow dug wells
2342,8,"",vanA,Vancomycin/teicoplanin A-type resistance gene,D-alanine--D-alanine ligase,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2089,2089,2160,Sample collected from shallow dug wells
2343,8,"",mecA,PBP2a,penicilin binding protein,"",Not known,,,,,,"",Not known,"","",1,0,158.489319246111,,,,0,2,2016,"","",2090,2090,2150,Sample collected from shallow dug wells
2344,8,"",mecA,PBP2a,penicilin binding protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2090,2090,2151,Sample collected from shallow dug wells
2345,8,"",mecA,PBP2a,penicilin binding protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2090,2090,2152,Sample collected from shallow dug wells
2346,8,"",mecA,PBP2a,penicilin binding protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2090,2090,2153,Sample collected from shallow dug wells
2347,8,"",mecA,PBP2a,penicilin binding protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2090,2090,2154,Sample collected from shallow dug wells
2348,8,"",mecA,PBP2a,penicilin binding protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2090,2090,2155,Sample collected from shallow dug wells
2349,8,"",mecA,PBP2a,penicilin binding protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2090,2090,2156,Sample collected from shallow dug wells
2350,8,"",mecA,PBP2a,penicilin binding protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2090,2090,2157,Sample collected from shallow dug wells
2351,8,"",mecA,PBP2a,penicilin binding protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2090,2090,2158,Sample collected from shallow dug wells
2352,8,"",mecA,PBP2a,penicilin binding protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2090,2090,2159,Sample collected from shallow dug wells
2353,8,"",mecA,PBP2a,penicilin binding protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2090,2090,2160,Sample collected from shallow dug wells
2354,8,"",intI1,Integron integrase DNA recombinase,DNA recombinases,"",Not known,,,,,,"",Not known,"","",1,0,8511.38038202377,,,,0,2,2016,"","",2091,2091,2150,Sample collected from shallow dug wells
2355,8,"",intI1,Integron integrase DNA recombinase,DNA recombinases,"",Not known,,,,,,"",Not known,"","",1,0,2570.39578276887,,,,0,2,2016,"","",2091,2091,2151,Sample collected from shallow dug wells
2356,8,"",intI1,Integron integrase DNA recombinase,DNA recombinases,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2091,2091,2152,Sample collected from shallow dug wells
2357,8,"",intI1,Integron integrase DNA recombinase,DNA recombinases,"",Not known,,,,,,"",Not known,"","",1,0,25118.8643150959,,,,0,2,2016,"","",2091,2091,2153,Sample collected from shallow dug wells
2358,8,"",intI1,Integron integrase DNA recombinase,DNA recombinases,"",Not known,,,,,,"",Not known,"","",1,0,41686.9383470336,,,,0,2,2016,"","",2091,2091,2154,Sample collected from shallow dug wells
2359,8,"",intI1,Integron integrase DNA recombinase,DNA recombinases,"",Not known,,,,,,"",Not known,"","",1,0,2884.03150312661,,,,0,2,2016,"","",2091,2091,2155,Sample collected from shallow dug wells
2360,8,"",intI1,Integron integrase DNA recombinase,DNA recombinases,"",Not known,,,,,,"",Not known,"","",1,0,33884.4156139203,,,,0,2,2016,"","",2091,2091,2156,Sample collected from shallow dug wells
2361,8,"",intI1,Integron integrase DNA recombinase,DNA recombinases,"",Not known,,,,,,"",Not known,"","",1,0,51286.1383991366,,,,0,2,2016,"","",2091,2091,2157,Sample collected from shallow dug wells
2362,8,"",intI1,Integron integrase DNA recombinase,DNA recombinases,"",Not known,,,,,,"",Not known,"","",1,0,281838.293126446,,,,0,2,2016,"","",2091,2091,2158,Sample collected from shallow dug wells
2363,8,"",intI1,Integron integrase DNA recombinase,DNA recombinases,"",Not known,,,,,,"",Not known,"","",1,0,2691.53480392691,,,,0,2,2016,"","",2091,2091,2159,Sample collected from shallow dug wells
2364,8,"",intI1,Integron integrase DNA recombinase,DNA recombinases,"",Not known,,,,,,"",Not known,"","",1,0,741.310241300919,,,,0,2,2016,"","",2091,2091,2160,Sample collected from shallow dug wells
2365,8,"",sul1,dihydropteroate synthase,dihydropteroate synthase,"",Not known,,,,,,"",Not known,"","",1,0,9332.54300796993,,,,0,2,2016,"","",2079,2079,2161,Sample collected from shallow tube wells
2366,8,"",sul1,dihydropteroate synthase,dihydropteroate synthase,"",Not known,,,,,,"",Not known,"","",1,0,5623.4132519035,,,,0,2,2016,"","",2079,2079,2162,Sample collected from shallow tube wells
2367,8,"",sul1,dihydropteroate synthase,dihydropteroate synthase,"",Not known,,,,,,"",Not known,"","",1,0,16218.1009735893,,,,0,2,2016,"","",2079,2079,2163,Sample collected from shallow tube wells
2368,8,"",tetA,efflux pump,Tetracycline,"",Not known,,,,,,"",Not known,"","",1,0,208.929613085404,,,,0,2,2016,"","",2080,2080,2161,Sample collected from shallow tube wells
2369,8,"",tetA,efflux pump,Tetracycline,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2080,2080,2162,Sample collected from shallow tube wells
2370,8,"",tetA,efflux pump,Tetracycline,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2080,2080,2163,Sample collected from shallow tube wells
2371,8,"",acrD,efflux pump,Aminoglycoside,"",Not known,,,,,,"",Not known,"","",1,0,141.253754462276,,,,0,2,2016,"","",2081,2081,2161,Sample collected from shallow tube wells
2372,8,"",acrD,efflux pump,Aminoglycoside,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2081,2081,2162,Sample collected from shallow tube wells
2373,8,"",acrD,efflux pump,Aminoglycoside,"",Not known,,,,,,"",Not known,"","",1,0,257.039578276887,,,,0,2,2016,"","",2081,2081,2163,Sample collected from shallow tube wells
2374,8,"",qacF,efflux pump,Quaternary ammonium,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2082,2082,2161,Sample collected from shallow tube wells
2375,8,"",qacF,efflux pump,Quaternary ammonium,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2082,2082,2162,Sample collected from shallow tube wells
2376,8,"",qacF,efflux pump,Quaternary ammonium,"",Not known,,,,,,"",Not known,"","",1,0,478.630092322638,,,,0,2,2016,"","",2082,2082,2163,Sample collected from shallow tube wells
2377,8,"",blaOXA,Beta-lactamase OXA,lactamases,"",Not known,,,,,,"",Not known,"","",1,0,144.543977074593,,,,0,2,2016,"","",2083,2083,2161,Sample collected from shallow tube wells
2378,8,"",blaOXA,Beta-lactamase OXA,lactamases,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2083,2083,2162,Sample collected from shallow tube wells
2379,8,"",blaOXA,Beta-lactamase OXA,lactamases,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2083,2083,2163,Sample collected from shallow tube wells
2380,8,"",qnrS,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2084,2084,2161,Sample collected from shallow tube wells
2381,8,"",qnrS,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2084,2084,2162,Sample collected from shallow tube wells
2382,8,"",qnrS,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,338.844156139203,,,,0,2,2016,"","",2084,2084,2163,Sample collected from shallow tube wells
2383,8,"",tetM,tetracycline-resistant ribosomal protection protein,tetracycline-resistant ribosomal protection proteins,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2085,2085,2161,Sample collected from shallow tube wells
2384,8,"",tetM,tetracycline-resistant ribosomal protection protein,tetracycline-resistant ribosomal protection proteins,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2085,2085,2162,Sample collected from shallow tube wells
2385,8,"",tetM,tetracycline-resistant ribosomal protection protein,tetracycline-resistant ribosomal protection proteins,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2085,2085,2163,Sample collected from shallow tube wells
2386,8,"",blaKPC,Serin-beta-Lactamase,ESBL,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2086,2086,2161,Sample collected from shallow tube wells
2387,8,"",blaKPC,Serin-beta-Lactamase,ESBL,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2086,2086,2162,Sample collected from shallow tube wells
2388,8,"",blaKPC,Serin-beta-Lactamase,ESBL,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2086,2086,2163,Sample collected from shallow tube wells
2389,8,"",dfr13,dihydrofolate reductase,cotrimoxazole,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2087,2087,2161,Sample collected from shallow tube wells
2390,8,"",dfr13,dihydrofolate reductase,cotrimoxazole,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2087,2087,2162,Sample collected from shallow tube wells
2391,8,"",dfr13,dihydrofolate reductase,cotrimoxazole,"",Not known,,,,,,"",Not known,"","",1,0,158.489319246111,,,,0,2,2016,"","",2087,2087,2163,Sample collected from shallow tube wells
2392,8,"",qnrA,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2088,2088,2161,Sample collected from shallow tube wells
2393,8,"",qnrA,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2088,2088,2162,Sample collected from shallow tube wells
2394,8,"",qnrA,Quinolone resistance pentapeptide repeat protein,Quinolone resistance pentapeptide repeat protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2088,2088,2163,Sample collected from shallow tube wells
2395,8,"",vanA,Vancomycin/teicoplanin A-type resistance gene,D-alanine--D-alanine ligase,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2089,2089,2161,Sample collected from shallow tube wells
2396,8,"",vanA,Vancomycin/teicoplanin A-type resistance gene,D-alanine--D-alanine ligase,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2089,2089,2162,Sample collected from shallow tube wells
2397,8,"",vanA,Vancomycin/teicoplanin A-type resistance gene,D-alanine--D-alanine ligase,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2089,2089,2163,Sample collected from shallow tube wells
2398,8,"",mecA,PBP2a,penicilin binding protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2090,2090,2161,Sample collected from shallow tube wells
2399,8,"",mecA,PBP2a,penicilin binding protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2090,2090,2162,Sample collected from shallow tube wells
2400,8,"",mecA,PBP2a,penicilin binding protein,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2090,2090,2163,Sample collected from shallow tube wells
2401,8,"",intI1,Integron integrase DNA recombinase,DNA recombinases,"",Not known,,,,,,"",Not known,"","",1,0,5623.4132519035,,,,0,2,2016,"","",2091,2091,2161,Sample collected from shallow tube wells
2402,8,"",intI1,Integron integrase DNA recombinase,DNA recombinases,"",Not known,,,,,,"",Not known,"","",1,0,208.929613085404,,,,0,2,2016,"","",2091,2091,2162,Sample collected from shallow tube wells
2403,8,"",intI1,Integron integrase DNA recombinase,DNA recombinases,"",Not known,,,,,,"",Not known,"","",1,0,5888.43655355589,,,,0,2,2016,"","",2091,2091,2163,Sample collected from shallow tube wells
2404,8,"",sul1,dihydropteroate synthase,dihydropteroate synthase,"",Not known,,,,,,"",Not known,"","",1,0,1737.80082874938,,,,0,2,2016,"","",2079,2079,2164,Sample collected from water springs
2405,8,"",sul1,dihydropteroate synthase,dihydropteroate synthase,"",Not known,,,,,,"",Not known,"","",1,0,0,,,,0,2,2016,"","",2079,2079,2165,Sample collected from water springs
2406,8,"",sul1,dihydropteroate synthase,dihydropteroate synthase,"",Not known,,,,,,"",Not known,"","",1,0,1412.53754462276,,,,0,2,2016,"","",2079,2079,2166,Sample collected from water springs
